Comp,Event,Date,Time,Inst,Ptimepick,Stimepick
eqnet,50,10/11/2023,14:40:07,9,11.99,13.35
eqnet,50,10/11/2023,14:40:07,10,11.91,13.24
eqnet,142,13/11/2023,00:16:15,1,15.24,18.97
eqnet,142,13/11/2023,00:16:15,2,15.19,18.94
eqnet,142,13/11/2023,00:16:15,3,,
eqnet,142,13/11/2023,00:16:15,4,,
eqnet,142,13/11/2023,00:16:15,5,12.18,13.77
eqnet,142,13/11/2023,00:16:15,6,12.07,13.54
eqnet,142,13/11/2023,00:16:15,7,13.47,16.1
eqnet,142,13/11/2023,00:16:15,8,13.44,15.93
eqnet,142,13/11/2023,00:16:15,9,,17.13
eqnet,142,13/11/2023,00:16:15,10,,17.0
eqnet,144,13/11/2023,02:58:47,1,12.75,14.87
eqnet,144,13/11/2023,02:58:47,2,12.76,14.84
eqnet,144,13/11/2023,02:58:47,3,,
eqnet,144,13/11/2023,02:58:47,4,,
eqnet,144,13/11/2023,02:58:47,5,,
eqnet,144,13/11/2023,02:58:47,6,,
eqnet,144,13/11/2023,02:58:47,7,12.26,14.02
eqnet,144,13/11/2023,02:58:47,8,12.19,13.95
eqnet,144,13/11/2023,02:58:47,9,,
eqnet,144,13/11/2023,02:58:47,10,,14.23
eqnet,71,14/11/2023,02:59:06,1,12.69,14.86
eqnet,71,14/11/2023,02:59:06,2,12.68,14.88
eqnet,71,14/11/2023,02:59:06,3,,
eqnet,71,14/11/2023,02:59:06,4,,
eqnet,71,14/11/2023,02:59:06,5,,
eqnet,71,14/11/2023,02:59:06,6,14.23,
eqnet,71,14/11/2023,02:59:06,7,12.21,14.07
eqnet,71,14/11/2023,02:59:06,8,12.16,13.94
eqnet,71,14/11/2023,02:59:06,9,,
eqnet,71,14/11/2023,02:59:06,10,12.31,14.22
eqnet,127,15/11/2023,10:55:06,1,12.85,14.76
eqnet,127,15/11/2023,10:55:06,2,12.77,14.63
eqnet,127,15/11/2023,10:55:06,3,,
eqnet,127,15/11/2023,10:55:06,4,,
eqnet,127,15/11/2023,10:55:06,5,13.98,16.9
eqnet,127,15/11/2023,10:55:06,6,13.94,16.61
eqnet,127,15/11/2023,10:55:06,7,,14.81
eqnet,127,15/11/2023,10:55:06,8,,14.65
eqnet,127,15/11/2023,10:55:06,9,,
eqnet,127,15/11/2023,10:55:06,10,,
eqnet,18,16/11/2023,09:24:14,1,,15.94
eqnet,18,16/11/2023,09:24:14,2,12.65,15.86
eqnet,18,16/11/2023,09:24:14,3,,
eqnet,18,16/11/2023,09:24:14,4,,
eqnet,18,16/11/2023,09:24:14,5,11.68,12.92
eqnet,18,16/11/2023,09:24:14,6,11.6,12.73
eqnet,18,16/11/2023,09:24:14,7,12.04,13.58
eqnet,18,16/11/2023,09:24:14,8,11.97,13.42
eqnet,18,16/11/2023,09:24:14,9,,
eqnet,18,16/11/2023,09:24:14,10,,
eqnet,180,16/11/2023,19:55:55,1,13.71,16.37
eqnet,180,16/11/2023,19:55:55,2,13.68,16.32
eqnet,180,16/11/2023,19:55:55,3,,
eqnet,180,16/11/2023,19:55:55,4,,
eqnet,180,16/11/2023,19:55:55,5,12.07,13.61
eqnet,180,16/11/2023,19:55:55,6,12.01,13.46
eqnet,180,16/11/2023,19:55:55,7,11.64,13.06
eqnet,180,16/11/2023,19:55:55,8,11.58,12.93
eqnet,180,16/11/2023,19:55:55,9,,
eqnet,180,16/11/2023,19:55:55,10,,
eqnet,4,17/11/2023,02:59:18,1,12.75,15.02
eqnet,4,17/11/2023,02:59:18,2,12.77,14.98
eqnet,4,17/11/2023,02:59:18,3,,
eqnet,4,17/11/2023,02:59:18,4,,
eqnet,4,17/11/2023,02:59:18,5,,
eqnet,4,17/11/2023,02:59:18,6,,
eqnet,4,17/11/2023,02:59:18,7,12.22,14.25
eqnet,4,17/11/2023,02:59:18,8,12.22,14.01
eqnet,4,17/11/2023,02:59:18,9,,
eqnet,4,17/11/2023,02:59:18,10,12.34,14.34
eqnet,63,17/11/2023,03:08:55,1,14.7,18.14
eqnet,63,17/11/2023,03:08:55,2,14.69,18.02
eqnet,63,17/11/2023,03:08:55,3,,
eqnet,63,17/11/2023,03:08:55,4,,
eqnet,63,17/11/2023,03:08:55,5,12.12,13.71
eqnet,63,17/11/2023,03:08:55,6,12.02,13.5
eqnet,63,17/11/2023,03:08:55,7,13.01,15.04
eqnet,63,17/11/2023,03:08:55,8,12.97,14.88
eqnet,63,17/11/2023,03:08:55,9,,
eqnet,63,17/11/2023,03:08:55,10,,
eqnet,129,18/11/2023,19:58:41,1,17.0,22.09
eqnet,129,18/11/2023,19:58:41,2,16.97,21.97
eqnet,129,18/11/2023,19:58:41,3,,
eqnet,129,18/11/2023,19:58:41,4,,
eqnet,129,18/11/2023,19:58:41,5,14.36,17.69
eqnet,129,18/11/2023,19:58:41,6,14.27,17.46
eqnet,129,18/11/2023,19:58:41,7,15.05,18.77
eqnet,129,18/11/2023,19:58:41,8,14.98,18.61
eqnet,129,18/11/2023,19:58:41,9,,20.27
eqnet,129,18/11/2023,19:58:41,10,,20.18
eqnet,187,20/11/2023,03:18:32,1,12.7,14.88
eqnet,187,20/11/2023,03:18:32,2,12.6,14.71
eqnet,187,20/11/2023,03:18:32,3,,
eqnet,187,20/11/2023,03:18:32,4,,
eqnet,187,20/11/2023,03:18:32,5,,
eqnet,187,20/11/2023,03:18:32,6,14.17,17.43
eqnet,187,20/11/2023,03:18:32,7,12.16,13.92
eqnet,187,20/11/2023,03:18:32,8,12.15,13.87
eqnet,187,20/11/2023,03:18:32,9,12.43,
eqnet,187,20/11/2023,03:18:32,10,12.43,14.1
eqnet,155,21/11/2023,02:59:53,1,12.82,15.17
eqnet,155,21/11/2023,02:59:53,2,12.86,15.02
eqnet,155,21/11/2023,02:59:53,3,,
eqnet,155,21/11/2023,02:59:53,4,,
eqnet,155,21/11/2023,02:59:53,5,,
eqnet,155,21/11/2023,02:59:53,6,14.38,
eqnet,155,21/11/2023,02:59:53,7,12.3,14.23
eqnet,155,21/11/2023,02:59:53,8,12.27,14.04
eqnet,155,21/11/2023,02:59:53,9,,
eqnet,155,21/11/2023,02:59:53,10,12.4,14.38
eqnet,77,22/11/2023,03:00:10,1,13.36,15.39
eqnet,77,22/11/2023,03:00:10,2,13.16,15.23
eqnet,77,22/11/2023,03:00:10,3,,
eqnet,77,22/11/2023,03:00:10,4,,
eqnet,77,22/11/2023,03:00:10,5,,
eqnet,77,22/11/2023,03:00:10,6,14.78,
eqnet,77,22/11/2023,03:00:10,7,12.57,14.34
eqnet,77,22/11/2023,03:00:10,8,12.54,14.31
eqnet,77,22/11/2023,03:00:10,9,,
eqnet,77,22/11/2023,03:00:10,10,12.85,14.67
eqnet,157,23/11/2023,03:29:09,1,12.9,15.25
eqnet,157,23/11/2023,03:29:09,2,12.84,15.01
eqnet,157,23/11/2023,03:29:09,3,,
eqnet,157,23/11/2023,03:29:09,4,,
eqnet,157,23/11/2023,03:29:09,5,,
eqnet,157,23/11/2023,03:29:09,6,14.35,
eqnet,157,23/11/2023,03:29:09,7,12.31,14.17
eqnet,157,23/11/2023,03:29:09,8,12.32,14.13
eqnet,157,23/11/2023,03:29:09,9,12.48,14.7
eqnet,157,23/11/2023,03:29:09,10,12.34,14.4
eqnet,12,23/11/2023,03:55:25,1,14.71,18.36
eqnet,12,23/11/2023,03:55:25,2,14.67,18.38
eqnet,12,23/11/2023,03:55:25,3,,
eqnet,12,23/11/2023,03:55:25,4,,
eqnet,12,23/11/2023,03:55:25,5,16.53,
eqnet,12,23/11/2023,03:55:25,6,16.48,
eqnet,12,23/11/2023,03:55:25,7,14.49,18.32
eqnet,12,23/11/2023,03:55:25,8,14.44,17.95
eqnet,12,23/11/2023,03:55:25,9,,
eqnet,12,23/11/2023,03:55:25,10,,
eqnet,114,24/11/2023,04:03:02,1,12.88,15.02
eqnet,114,24/11/2023,04:03:02,2,12.82,14.9
eqnet,114,24/11/2023,04:03:02,3,,
eqnet,114,24/11/2023,04:03:02,4,,
eqnet,114,24/11/2023,04:03:02,5,,
eqnet,114,24/11/2023,04:03:02,6,,
eqnet,114,24/11/2023,04:03:02,7,12.39,14.11
eqnet,114,24/11/2023,04:03:02,8,12.32,14.05
eqnet,114,24/11/2023,04:03:02,9,,
eqnet,114,24/11/2023,04:03:02,10,,
eqnet,24,24/11/2023,06:45:39,1,12.8,15.46
eqnet,24,24/11/2023,06:45:39,2,12.77,15.41
eqnet,24,24/11/2023,06:45:39,3,,
eqnet,24,24/11/2023,06:45:39,4,,
eqnet,24,24/11/2023,06:45:39,5,17.13,
eqnet,24,24/11/2023,06:45:39,6,17.01,
eqnet,24,24/11/2023,06:45:39,7,15.09,
eqnet,24,24/11/2023,06:45:39,8,15.07,
eqnet,24,24/11/2023,06:45:39,9,,
eqnet,24,24/11/2023,06:45:39,10,14.06,17.49
eqnet,222,25/11/2023,07:14:16,1,14.17,17.67
eqnet,222,25/11/2023,07:14:16,2,14.13,17.7
eqnet,222,25/11/2023,07:14:16,3,14.87,18.84
eqnet,222,25/11/2023,07:14:16,4,14.85,18.83
eqnet,222,25/11/2023,07:14:16,5,17.44,23.15
eqnet,222,25/11/2023,07:14:16,6,17.39,22.99
eqnet,222,25/11/2023,07:14:16,7,16.1,20.94
eqnet,222,25/11/2023,07:14:16,8,16.05,20.86
eqnet,222,25/11/2023,07:14:16,9,,
eqnet,222,25/11/2023,07:14:16,10,15.18,19.11
eqnet,238,26/11/2023,03:45:24,1,14.45,17.77
eqnet,238,26/11/2023,03:45:24,2,,17.66
eqnet,238,26/11/2023,03:45:24,3,,
eqnet,238,26/11/2023,03:45:24,4,,
eqnet,238,26/11/2023,03:45:24,5,11.85,13.42
eqnet,238,26/11/2023,03:45:24,6,11.75,13.21
eqnet,238,26/11/2023,03:45:24,7,11.75,14.49
eqnet,238,26/11/2023,03:45:24,8,11.69,14.37
eqnet,238,26/11/2023,03:45:24,9,,15.82
eqnet,238,26/11/2023,03:45:24,10,,15.72
eqnet,178,27/11/2023,02:55:13,1,14.55,18.19
eqnet,178,27/11/2023,02:55:13,2,14.51,18.16
eqnet,178,27/11/2023,02:55:13,3,,
eqnet,178,27/11/2023,02:55:13,4,,
eqnet,178,27/11/2023,02:55:13,5,16.29,
eqnet,178,27/11/2023,02:55:13,6,16.21,
eqnet,178,27/11/2023,02:55:13,7,14.29,17.79
eqnet,178,27/11/2023,02:55:13,8,14.31,17.71
eqnet,178,27/11/2023,02:55:13,9,,
eqnet,178,27/11/2023,02:55:13,10,,
eqnet,61,27/11/2023,02:58:16,1,12.84,15.0
eqnet,61,27/11/2023,02:58:16,2,12.77,14.92
eqnet,61,27/11/2023,02:58:16,3,,
eqnet,61,27/11/2023,02:58:16,4,,
eqnet,61,27/11/2023,02:58:16,5,,
eqnet,61,27/11/2023,02:58:16,6,,
eqnet,61,27/11/2023,02:58:16,7,12.31,14.11
eqnet,61,27/11/2023,02:58:16,8,12.29,14.04
eqnet,61,27/11/2023,02:58:16,9,,
eqnet,61,27/11/2023,02:58:16,10,12.35,14.28
eqnet,113,27/11/2023,15:19:03,1,14.52,17.81
eqnet,113,27/11/2023,15:19:03,2,14.49,17.63
eqnet,113,27/11/2023,15:19:03,3,,
eqnet,113,27/11/2023,15:19:03,4,,
eqnet,113,27/11/2023,15:19:03,5,11.77,13.05
eqnet,113,27/11/2023,15:19:03,6,11.69,12.84
eqnet,113,27/11/2023,15:19:03,7,12.4,14.12
eqnet,113,27/11/2023,15:19:03,8,12.35,14.0
eqnet,113,27/11/2023,15:19:03,9,,
eqnet,113,27/11/2023,15:19:03,10,,
eqnet,17,28/11/2023,01:32:51,1,12.79,15.46
eqnet,17,28/11/2023,01:32:51,2,12.76,15.0
eqnet,17,28/11/2023,01:32:51,3,,
eqnet,17,28/11/2023,01:32:51,4,,
eqnet,17,28/11/2023,01:32:51,5,14.21,
eqnet,17,28/11/2023,01:32:51,6,14.02,
eqnet,17,28/11/2023,01:32:51,7,12.13,14.13
eqnet,17,28/11/2023,01:32:51,8,12.03,13.65
eqnet,17,28/11/2023,01:32:51,9,,
eqnet,17,28/11/2023,01:32:51,10,12.29,14.59
eqnet,172,28/11/2023,02:58:51,1,12.72,14.97
eqnet,172,28/11/2023,02:58:51,2,12.77,14.91
eqnet,172,28/11/2023,02:58:51,3,,
eqnet,172,28/11/2023,02:58:51,4,,
eqnet,172,28/11/2023,02:58:51,5,,
eqnet,172,28/11/2023,02:58:51,6,14.33,
eqnet,172,28/11/2023,02:58:51,7,12.24,13.99
eqnet,172,28/11/2023,02:58:51,8,12.22,13.98
eqnet,172,28/11/2023,02:58:51,9,,
eqnet,172,28/11/2023,02:58:51,10,12.74,14.24
eqnet,193,29/11/2023,19:58:56,1,14.83,18.34
eqnet,193,29/11/2023,19:58:56,2,14.79,18.23
eqnet,193,29/11/2023,19:58:56,3,,
eqnet,193,29/11/2023,19:58:56,4,,
eqnet,193,29/11/2023,19:58:56,5,12.15,13.17
eqnet,193,29/11/2023,19:58:56,6,11.96,12.93
eqnet,193,29/11/2023,19:58:56,7,13.06,15.3
eqnet,193,29/11/2023,19:58:56,8,13.01,15.16
eqnet,193,29/11/2023,19:58:56,9,13.71,16.33
eqnet,193,29/11/2023,19:58:56,10,13.66,16.3
eqnet,55,29/11/2023,20:05:13,1,14.72,18.22
eqnet,55,29/11/2023,20:05:13,2,14.69,18.15
eqnet,55,29/11/2023,20:05:13,3,,
eqnet,55,29/11/2023,20:05:13,4,,
eqnet,55,29/11/2023,20:05:13,5,11.72,13.03
eqnet,55,29/11/2023,20:05:13,6,11.58,12.83
eqnet,55,29/11/2023,20:05:13,7,12.95,15.18
eqnet,55,29/11/2023,20:05:13,8,12.9,15.04
eqnet,55,29/11/2023,20:05:13,9,13.62,15.91
eqnet,55,29/11/2023,20:05:13,10,,
eqnet,5,29/11/2023,20:15:08,1,14.85,18.36
eqnet,5,29/11/2023,20:15:08,2,14.7,18.23
eqnet,5,29/11/2023,20:15:08,3,,
eqnet,5,29/11/2023,20:15:08,4,,
eqnet,5,29/11/2023,20:15:08,5,11.83,13.21
eqnet,5,29/11/2023,20:15:08,6,11.72,12.99
eqnet,5,29/11/2023,20:15:08,7,,15.29
eqnet,5,29/11/2023,20:15:08,8,,15.16
eqnet,5,29/11/2023,20:15:08,9,13.36,16.4
eqnet,5,29/11/2023,20:15:08,10,,16.29
eqnet,225,29/11/2023,20:19:35,1,14.82,18.32
eqnet,225,29/11/2023,20:19:35,2,14.75,18.17
eqnet,225,29/11/2023,20:19:35,3,,
eqnet,225,29/11/2023,20:19:35,4,,
eqnet,225,29/11/2023,20:19:35,5,11.79,13.11
eqnet,225,29/11/2023,20:19:35,6,11.71,12.97
eqnet,225,29/11/2023,20:19:35,7,13.05,15.23
eqnet,225,29/11/2023,20:19:35,8,12.97,
eqnet,225,29/11/2023,20:19:35,9,,16.36
eqnet,225,29/11/2023,20:19:35,10,,16.27
eqnet,59,29/11/2023,20:42:56,1,13.63,16.0
eqnet,59,29/11/2023,20:42:56,2,13.79,15.89
eqnet,59,29/11/2023,20:42:56,3,,
eqnet,59,29/11/2023,20:42:56,4,,
eqnet,59,29/11/2023,20:42:56,5,13.38,15.18
eqnet,59,29/11/2023,20:42:56,6,13.11,
eqnet,59,29/11/2023,20:42:56,7,12.64,14.24
eqnet,59,29/11/2023,20:42:56,8,12.63,14.19
eqnet,59,29/11/2023,20:42:56,9,,
eqnet,59,29/11/2023,20:42:56,10,13.1,15.14
eqnet,211,29/11/2023,21:08:15,1,14.76,18.14
eqnet,211,29/11/2023,21:08:15,2,14.72,18.12
eqnet,211,29/11/2023,21:08:15,3,,
eqnet,211,29/11/2023,21:08:15,4,,
eqnet,211,29/11/2023,21:08:15,5,11.75,13.03
eqnet,211,29/11/2023,21:08:15,6,11.62,12.87
eqnet,211,29/11/2023,21:08:15,7,12.99,15.22
eqnet,211,29/11/2023,21:08:15,8,12.94,15.1
eqnet,211,29/11/2023,21:08:15,9,,
eqnet,211,29/11/2023,21:08:15,10,,
eqnet,214,29/11/2023,22:27:16,1,14.8,18.31
eqnet,214,29/11/2023,22:27:16,2,14.75,18.22
eqnet,214,29/11/2023,22:27:16,3,,
eqnet,214,29/11/2023,22:27:16,4,,
eqnet,214,29/11/2023,22:27:16,5,11.8,13.11
eqnet,214,29/11/2023,22:27:16,6,11.68,12.92
eqnet,214,29/11/2023,22:27:16,7,13.05,15.28
eqnet,214,29/11/2023,22:27:16,8,12.97,15.12
eqnet,214,29/11/2023,22:27:16,9,,16.36
eqnet,214,29/11/2023,22:27:16,10,13.64,16.27
eqnet,237,30/11/2023,03:52:35,1,12.64,14.81
eqnet,237,30/11/2023,03:52:35,2,12.55,14.77
eqnet,237,30/11/2023,03:52:35,3,,
eqnet,237,30/11/2023,03:52:35,4,,
eqnet,237,30/11/2023,03:52:35,5,14.27,
eqnet,237,30/11/2023,03:52:35,6,14.17,
eqnet,237,30/11/2023,03:52:35,7,12.18,14.05
eqnet,237,30/11/2023,03:52:35,8,12.05,13.87
eqnet,237,30/11/2023,03:52:35,9,12.49,14.26
eqnet,237,30/11/2023,03:52:35,10,12.33,14.15
eqnet,3,30/11/2023,17:23:23,1,14.13,17.68
eqnet,3,30/11/2023,17:23:23,2,14.08,17.56
eqnet,3,30/11/2023,17:23:23,3,,
eqnet,3,30/11/2023,17:23:23,4,,
eqnet,3,30/11/2023,17:23:23,5,17.42,23.16
eqnet,3,30/11/2023,17:23:23,6,17.32,22.96
eqnet,3,30/11/2023,17:23:23,7,16.04,20.93
eqnet,3,30/11/2023,17:23:23,8,16.05,20.87
eqnet,3,30/11/2023,17:23:23,9,,
eqnet,3,30/11/2023,17:23:23,10,,
eqnet,213,01/12/2023,02:59:09,1,12.6,14.8
eqnet,213,01/12/2023,02:59:09,2,12.58,14.83
eqnet,213,01/12/2023,02:59:09,3,,
eqnet,213,01/12/2023,02:59:09,4,,
eqnet,213,01/12/2023,02:59:09,5,14.23,
eqnet,213,01/12/2023,02:59:09,6,14.12,
eqnet,213,01/12/2023,02:59:09,7,12.09,13.89
eqnet,213,01/12/2023,02:59:09,8,12.07,13.84
eqnet,213,01/12/2023,02:59:09,9,,14.25
eqnet,213,01/12/2023,02:59:09,10,12.2,14.06
eqnet,51,01/12/2023,13:02:18,1,12.52,14.29
eqnet,51,01/12/2023,13:02:18,2,12.45,14.15
eqnet,51,01/12/2023,13:02:18,3,,
eqnet,51,01/12/2023,13:02:18,4,,
eqnet,51,01/12/2023,13:02:18,5,,16.85
eqnet,51,01/12/2023,13:02:18,6,,16.64
eqnet,51,01/12/2023,13:02:18,7,12.64,14.43
eqnet,51,01/12/2023,13:02:18,8,,14.31
eqnet,51,01/12/2023,13:02:18,9,11.05,13.88
eqnet,51,01/12/2023,13:02:18,10,,13.72
eqnet,128,02/12/2023,22:14:26,1,14.83,18.32
eqnet,128,02/12/2023,22:14:26,2,14.75,18.16
eqnet,128,02/12/2023,22:14:26,3,,
eqnet,128,02/12/2023,22:14:26,4,,
eqnet,128,02/12/2023,22:14:26,5,11.85,13.18
eqnet,128,02/12/2023,22:14:26,6,11.73,12.97
eqnet,128,02/12/2023,22:14:26,7,13.04,15.36
eqnet,128,02/12/2023,22:14:26,8,13.0,15.15
eqnet,128,02/12/2023,22:14:26,9,13.7,16.41
eqnet,128,02/12/2023,22:14:26,10,13.64,16.32
eqnet,53,03/12/2023,18:20:02,1,14.84,18.32
eqnet,53,03/12/2023,18:20:02,2,14.76,18.23
eqnet,53,03/12/2023,18:20:02,3,,
eqnet,53,03/12/2023,18:20:02,4,,
eqnet,53,03/12/2023,18:20:02,5,11.81,13.12
eqnet,53,03/12/2023,18:20:02,6,11.7,12.92
eqnet,53,03/12/2023,18:20:02,7,13.05,15.31
eqnet,53,03/12/2023,18:20:02,8,12.99,15.15
eqnet,53,03/12/2023,18:20:02,9,13.76,16.35
eqnet,53,03/12/2023,18:20:02,10,13.67,16.29
eqnet,204,04/12/2023,02:54:50,1,14.6,18.25
eqnet,204,04/12/2023,02:54:50,2,14.56,18.22
eqnet,204,04/12/2023,02:54:50,3,,
eqnet,204,04/12/2023,02:54:50,4,,
eqnet,204,04/12/2023,02:54:50,5,16.3,
eqnet,204,04/12/2023,02:54:50,6,16.22,
eqnet,204,04/12/2023,02:54:50,7,14.38,17.88
eqnet,204,04/12/2023,02:54:50,8,14.31,17.73
eqnet,204,04/12/2023,02:54:50,9,,
eqnet,204,04/12/2023,02:54:50,10,,
eqnet,108,04/12/2023,02:58:04,1,12.74,14.93
eqnet,108,04/12/2023,02:58:04,2,12.67,14.83
eqnet,108,04/12/2023,02:58:04,3,,
eqnet,108,04/12/2023,02:58:04,4,,
eqnet,108,04/12/2023,02:58:04,5,,
eqnet,108,04/12/2023,02:58:04,6,14.26,
eqnet,108,04/12/2023,02:58:04,7,12.19,14.1
eqnet,108,04/12/2023,02:58:04,8,12.17,13.91
eqnet,108,04/12/2023,02:58:04,9,,
eqnet,108,04/12/2023,02:58:04,10,,
eqnet,58,05/12/2023,02:58:36,1,12.63,14.82
eqnet,58,05/12/2023,02:58:36,2,12.66,14.75
eqnet,58,05/12/2023,02:58:36,3,,
eqnet,58,05/12/2023,02:58:36,4,,
eqnet,58,05/12/2023,02:58:36,5,,
eqnet,58,05/12/2023,02:58:36,6,14.18,17.47
eqnet,58,05/12/2023,02:58:36,7,12.15,13.89
eqnet,58,05/12/2023,02:58:36,8,12.12,13.87
eqnet,58,05/12/2023,02:58:36,9,,
eqnet,58,05/12/2023,02:58:36,10,12.29,14.14
eqnet,73,06/12/2023,02:59:15,1,13.03,15.1
eqnet,73,06/12/2023,02:59:15,2,12.82,14.93
eqnet,73,06/12/2023,02:59:15,3,,
eqnet,73,06/12/2023,02:59:15,4,,
eqnet,73,06/12/2023,02:59:15,5,,
eqnet,73,06/12/2023,02:59:15,6,14.3,
eqnet,73,06/12/2023,02:59:15,7,12.27,14.17
eqnet,73,06/12/2023,02:59:15,8,12.23,14.05
eqnet,73,06/12/2023,02:59:15,9,,
eqnet,73,06/12/2023,02:59:15,10,,
eqnet,122,07/12/2023,19:11:06,1,,17.44
eqnet,122,07/12/2023,19:11:06,2,,17.34
eqnet,122,07/12/2023,19:11:06,3,,
eqnet,122,07/12/2023,19:11:06,4,,
eqnet,122,07/12/2023,19:11:06,5,12.19,13.92
eqnet,122,07/12/2023,19:11:06,6,12.1,13.76
eqnet,122,07/12/2023,19:11:06,7,12.35,14.23
eqnet,122,07/12/2023,19:11:06,8,12.32,14.11
eqnet,122,07/12/2023,19:11:06,9,,
eqnet,122,07/12/2023,19:11:06,10,,
eqnet,130,09/12/2023,20:15:41,1,18.33,24.56
eqnet,130,09/12/2023,20:15:41,2,18.32,24.49
eqnet,130,09/12/2023,20:15:41,3,,20.46
eqnet,130,09/12/2023,20:15:41,4,,20.29
eqnet,130,09/12/2023,20:15:41,5,15.01,18.79
eqnet,130,09/12/2023,20:15:41,6,14.94,18.57
eqnet,130,09/12/2023,20:15:41,7,16.82,22.01
eqnet,130,09/12/2023,20:15:41,8,16.78,21.84
eqnet,130,09/12/2023,20:15:41,9,,
eqnet,130,09/12/2023,20:15:41,10,,
eqnet,72,10/12/2023,00:08:04,1,14.13,17.04
eqnet,72,10/12/2023,00:08:04,2,14.09,17.04
eqnet,72,10/12/2023,00:08:04,3,12.05,13.57
eqnet,72,10/12/2023,00:08:04,4,12.0,13.49
eqnet,72,10/12/2023,00:08:04,5,14.18,17.24
eqnet,72,10/12/2023,00:08:04,6,14.12,17.14
eqnet,72,10/12/2023,00:08:04,7,14.28,17.41
eqnet,72,10/12/2023,00:08:04,8,14.21,
eqnet,72,10/12/2023,00:08:04,9,,
eqnet,72,10/12/2023,00:08:04,10,13.79,16.53
eqnet,169,10/12/2023,10:31:39,1,14.43,17.68
eqnet,169,10/12/2023,10:31:39,2,14.41,17.61
eqnet,169,10/12/2023,10:31:39,3,,
eqnet,169,10/12/2023,10:31:39,4,,
eqnet,169,10/12/2023,10:31:39,5,11.6,12.78
eqnet,169,10/12/2023,10:31:39,6,11.54,12.64
eqnet,169,10/12/2023,10:31:39,7,12.3,14.0
eqnet,169,10/12/2023,10:31:39,8,12.25,13.9
eqnet,169,10/12/2023,10:31:39,9,,
eqnet,169,10/12/2023,10:31:39,10,,
eqnet,101,11/12/2023,03:54:59,1,19.02,25.54
eqnet,101,11/12/2023,03:54:59,2,18.78,25.48
eqnet,101,11/12/2023,03:54:59,3,,
eqnet,101,11/12/2023,03:54:59,4,,
eqnet,101,11/12/2023,03:54:59,5,15.11,19.22
eqnet,101,11/12/2023,03:54:59,6,15.04,19.02
eqnet,101,11/12/2023,03:54:59,7,17.08,22.6
eqnet,101,11/12/2023,03:54:59,8,17.05,22.47
eqnet,101,11/12/2023,03:54:59,9,18.02,23.69
eqnet,101,11/12/2023,03:54:59,10,17.8,23.56
eqnet,105,11/12/2023,16:39:24,1,19.0,25.7
eqnet,105,11/12/2023,16:39:24,2,18.84,25.54
eqnet,105,11/12/2023,16:39:24,3,17.04,22.26
eqnet,105,11/12/2023,16:39:24,4,16.98,22.18
eqnet,105,11/12/2023,16:39:24,5,15.16,19.28
eqnet,105,11/12/2023,16:39:24,6,15.06,19.08
eqnet,105,11/12/2023,16:39:24,7,17.14,22.61
eqnet,105,11/12/2023,16:39:24,8,17.1,22.55
eqnet,105,11/12/2023,16:39:24,9,17.21,23.73
eqnet,105,11/12/2023,16:39:24,10,17.24,23.62
eqnet,226,11/12/2023,20:18:59,1,14.91,18.39
eqnet,226,11/12/2023,20:18:59,2,14.87,18.27
eqnet,226,11/12/2023,20:18:59,3,,
eqnet,226,11/12/2023,20:18:59,4,,
eqnet,226,11/12/2023,20:18:59,5,11.87,13.22
eqnet,226,11/12/2023,20:18:59,6,11.76,13.01
eqnet,226,11/12/2023,20:18:59,7,12.96,15.33
eqnet,226,11/12/2023,20:18:59,8,13.05,15.17
eqnet,226,11/12/2023,20:18:59,9,,
eqnet,226,11/12/2023,20:18:59,10,,
eqnet,140,14/12/2023,02:59:19,1,12.7,14.95
eqnet,140,14/12/2023,02:59:19,2,12.7,14.82
eqnet,140,14/12/2023,02:59:19,3,,
eqnet,140,14/12/2023,02:59:19,4,,
eqnet,140,14/12/2023,02:59:19,5,,
eqnet,140,14/12/2023,02:59:19,6,,
eqnet,140,14/12/2023,02:59:19,7,12.23,14.05
eqnet,140,14/12/2023,02:59:19,8,12.16,13.99
eqnet,140,14/12/2023,02:59:19,9,,
eqnet,140,14/12/2023,02:59:19,10,12.4,14.21
eqnet,89,14/12/2023,13:22:54,1,15.19,18.24
eqnet,89,14/12/2023,13:22:54,2,15.04,18.21
eqnet,89,14/12/2023,13:22:54,3,,
eqnet,89,14/12/2023,13:22:54,4,,
eqnet,89,14/12/2023,13:22:54,5,11.8,13.11
eqnet,89,14/12/2023,13:22:54,6,11.69,12.93
eqnet,89,14/12/2023,13:22:54,7,13.04,15.23
eqnet,89,14/12/2023,13:22:54,8,12.95,15.13
eqnet,89,14/12/2023,13:22:54,9,,
eqnet,89,14/12/2023,13:22:54,10,,
eqnet,23,14/12/2023,17:51:30,1,14.74,18.27
eqnet,23,14/12/2023,17:51:30,2,14.72,18.18
eqnet,23,14/12/2023,17:51:30,3,,
eqnet,23,14/12/2023,17:51:30,4,,
eqnet,23,14/12/2023,17:51:30,5,11.81,13.05
eqnet,23,14/12/2023,17:51:30,6,11.68,12.87
eqnet,23,14/12/2023,17:51:30,7,12.99,15.21
eqnet,23,14/12/2023,17:51:30,8,12.91,15.06
eqnet,23,14/12/2023,17:51:30,9,13.73,16.3
eqnet,23,14/12/2023,17:51:30,10,13.61,16.24
eqnet,49,15/12/2023,03:00:05,1,13.33,15.66
