epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,157.2,0.013733,0.009056,0.9663,0.7835,0.9669,0.9656,0.7873,0.7798,1.3,3.26
2,314.1,0.008965,0.008941,0.9692,0.7884,0.9697,0.9686,0.7937,0.7832,1.28,3.21
3,471.1,0.008869,0.008873,0.9699,0.7905,0.9705,0.9694,0.7957,0.7853,1.26,3.19
4,628.0,0.008817,0.00883,0.9724,0.7919,0.9729,0.9719,0.7957,0.7881,1.25,3.21
5,785.1,0.008778,0.008815,0.9727,0.791,0.9731,0.9722,0.7951,0.7868,1.22,3.16
6,942.0,0.008748,0.008812,0.9725,0.7923,0.9732,0.9718,0.7974,0.7873,1.31,3.15
7,1098.9,0.008724,0.008776,0.974,0.7946,0.9743,0.9736,0.7979,0.7914,1.24,3.18
8,1255.8,0.008701,0.008774,0.9739,0.7958,0.974,0.9738,0.8001,0.7915,1.22,3.18
9,1412.8,0.008681,0.008765,0.9746,0.7951,0.9751,0.9742,0.7999,0.7903,1.24,3.18
10,1569.7,0.008662,0.008756,0.9746,0.7957,0.9749,0.9743,0.7999,0.7916,1.23,3.17
11,1726.8,0.008644,0.008753,0.9744,0.7958,0.9747,0.9741,0.8003,0.7914,1.25,3.19
12,1883.8,0.008627,0.008753,0.9745,0.7955,0.9748,0.9741,0.7993,0.7918,1.23,3.15
13,2041.0,0.008611,0.008755,0.9736,0.7955,0.9741,0.9731,0.7995,0.7915,1.23,3.14
14,2198.2,0.008595,0.00875,0.9746,0.7972,0.9751,0.9741,0.8023,0.7923,1.19,3.15
15,2355.4,0.008578,0.008739,0.9743,0.7972,0.9745,0.9741,0.7998,0.7946,1.21,3.15
16,2512.5,0.00856,0.008747,0.9748,0.7969,0.9751,0.9744,0.8014,0.7925,1.21,3.15
17,2669.7,0.008544,0.00877,0.975,0.796,0.9754,0.9747,0.7995,0.7926,1.19,3.16
18,2826.9,0.008525,0.008778,0.9746,0.7962,0.975,0.9741,0.7993,0.7932,1.23,3.14
19,2984.1,0.008507,0.008783,0.9741,0.7953,0.9743,0.9738,0.7988,0.7918,1.21,3.15
20,3141.4,0.008488,0.008788,0.9752,0.7962,0.9757,0.9747,0.8005,0.7921,1.25,3.15
21,3298.6,0.008468,0.008818,0.9743,0.7968,0.9747,0.9739,0.8009,0.7928,1.22,3.15
22,3455.8,0.008448,0.008842,0.9734,0.7932,0.9739,0.973,0.7954,0.791,1.24,3.17
23,3613.0,0.008425,0.00883,0.9734,0.7942,0.9736,0.9732,0.798,0.7904,1.19,3.15
24,3770.1,0.008404,0.008853,0.9739,0.7934,0.9743,0.9735,0.7961,0.7907,1.22,3.13
25,3927.5,0.00838,0.008895,0.9736,0.7933,0.974,0.9731,0.7969,0.7897,1.24,3.17
26,4084.8,0.008355,0.008902,0.9731,0.7929,0.9737,0.9724,0.7969,0.7891,1.25,3.14
27,4242.0,0.008328,0.008939,0.9737,0.7906,0.974,0.9734,0.7934,0.7878,1.2,3.15
28,4399.2,0.0083,0.008941,0.9743,0.7912,0.9749,0.9736,0.7954,0.7871,1.22,3.17
29,4556.4,0.008272,0.008984,0.9728,0.7898,0.9732,0.9725,0.7927,0.7868,1.2,3.17
30,4713.6,0.008243,0.009036,0.9728,0.7867,0.9736,0.9721,0.791,0.7825,1.2,3.17
