epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,132.3,0.018987,0.01333,0.7925,0.4961,0.807,0.7784,0.5317,0.465,3.55,4.79
2,264.4,0.013122,0.013012,0.8034,0.5153,0.8165,0.7907,0.5475,0.4866,3.61,4.79
3,396.6,0.01291,0.012868,0.8058,0.5251,0.8197,0.7924,0.5637,0.4914,3.5,4.78
4,528.6,0.012778,0.012829,0.8082,0.525,0.8213,0.7955,0.5655,0.4899,3.53,4.75
5,660.6,0.012682,0.012741,0.8119,0.5317,0.8269,0.7975,0.5692,0.4989,3.56,4.76
6,792.7,0.012605,0.012672,0.8132,0.5323,0.826,0.8008,0.5673,0.5014,3.48,4.76
7,924.8,0.012537,0.012649,0.8142,0.5351,0.8268,0.8019,0.5728,0.502,3.52,4.74
8,1056.8,0.012476,0.012605,0.8169,0.5362,0.83,0.8042,0.57,0.5061,3.5,4.75
9,1189.0,0.012418,0.012627,0.815,0.5373,0.8245,0.8058,0.5745,0.5047,3.49,4.75
10,1321.0,0.012361,0.012618,0.8148,0.539,0.8277,0.8024,0.5726,0.5092,3.53,4.75
11,1453.0,0.012311,0.012582,0.816,0.5378,0.8269,0.8055,0.5707,0.5084,3.51,4.75
12,1585.1,0.012258,0.012554,0.8185,0.5397,0.8325,0.805,0.5726,0.5104,3.51,4.75
13,1717.4,0.012205,0.012608,0.8177,0.535,0.829,0.8066,0.5655,0.5077,3.55,4.78
14,1849.6,0.01215,0.012628,0.8148,0.5406,0.8225,0.8073,0.575,0.5101,3.51,4.74
15,1981.9,0.012096,0.012597,0.8174,0.5403,0.8281,0.807,0.5741,0.5102,3.48,4.75
16,2114.2,0.012041,0.012606,0.8178,0.5397,0.825,0.8108,0.5719,0.511,3.54,4.73
17,2246.3,0.011984,0.012654,0.8154,0.5383,0.8237,0.8073,0.5749,0.5062,3.47,4.75
18,2378.5,0.011925,0.012688,0.8138,0.5405,0.8194,0.8084,0.5762,0.509,3.54,4.74
19,2510.8,0.011869,0.012674,0.8145,0.5389,0.8222,0.8069,0.5722,0.5092,3.57,4.73
20,2643.0,0.011806,0.012737,0.8141,0.54,0.8217,0.8067,0.5706,0.5125,3.53,4.73
21,2775.2,0.011744,0.012787,0.8116,0.54,0.8173,0.8059,0.5713,0.5119,3.55,4.75
22,2907.6,0.011684,0.012883,0.8115,0.5389,0.8166,0.8065,0.5718,0.5096,3.55,4.75
23,3039.9,0.011623,0.012916,0.8084,0.5396,0.8148,0.8022,0.5709,0.5116,3.52,4.74
24,3172.2,0.011561,0.012942,0.8083,0.5374,0.8132,0.8036,0.5702,0.5082,3.53,4.75
25,3304.5,0.011502,0.013018,0.8069,0.5368,0.8121,0.8018,0.5675,0.5093,3.56,4.75
26,3436.7,0.011441,0.013041,0.8052,0.5341,0.8104,0.8,0.5632,0.5079,3.54,4.76
27,3569.1,0.011381,0.013099,0.8031,0.5381,0.8077,0.7986,0.5683,0.5109,3.48,4.74
