epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,302.4,0.015291,0.010207,0.8908,0.7834,0.9013,0.8805,0.7996,0.7678,2.17,2.96
2,604.7,0.009997,0.009961,0.895,0.7867,0.8988,0.8912,0.7869,0.7866,2.04,2.88
3,907.1,0.009838,0.009855,0.8989,0.7914,0.9045,0.8934,0.8023,0.7807,1.99,2.88
4,1209.4,0.009753,0.009781,0.8993,0.7931,0.9057,0.8929,0.8019,0.7844,1.97,2.87
5,1511.9,0.009695,0.009744,0.9012,0.794,0.9057,0.8967,0.7985,0.7896,1.95,2.85
6,1814.3,0.009649,0.009778,0.9003,0.7944,0.9081,0.8926,0.8018,0.7871,1.97,2.84
7,2116.7,0.009615,0.009688,0.9022,0.7964,0.9079,0.8965,0.8065,0.7864,1.92,2.8
8,2419.1,0.009583,0.009702,0.9042,0.7953,0.9128,0.8957,0.8054,0.7855,1.91,2.9
9,2721.6,0.009556,0.00966,0.9027,0.798,0.9085,0.8971,0.8033,0.7927,1.92,2.83
10,3024.0,0.009529,0.009646,0.9034,0.7972,0.9103,0.8967,0.8029,0.7916,1.89,2.84
11,3326.4,0.009506,0.009644,0.902,0.7981,0.9073,0.8968,0.804,0.7924,1.88,2.82
12,3628.8,0.009486,0.009629,0.9053,0.7978,0.9116,0.8992,0.8025,0.7931,1.93,2.82
13,3931.3,0.009463,0.009604,0.9052,0.7986,0.9121,0.8983,0.8049,0.7924,1.87,2.81
14,4233.8,0.009443,0.009655,0.9016,0.7985,0.9103,0.893,0.8032,0.7937,1.87,2.83
15,4536.2,0.009422,0.009604,0.9063,0.7989,0.912,0.9007,0.8055,0.7925,1.86,2.82
16,4838.7,0.009405,0.009623,0.9036,0.7991,0.9094,0.898,0.8021,0.7962,1.92,2.83
17,5141.1,0.009385,0.009606,0.9044,0.7995,0.9107,0.8982,0.8046,0.7944,1.85,2.82
18,5443.4,0.009367,0.009604,0.9057,0.7989,0.9114,0.9,0.8038,0.794,1.86,2.8
19,5745.9,0.009349,0.009608,0.9043,0.7988,0.9077,0.9009,0.8014,0.7963,1.84,2.79
20,6048.3,0.009331,0.009618,0.9041,0.7981,0.9091,0.8992,0.8021,0.7943,1.83,2.85
21,6350.6,0.009311,0.009637,0.9034,0.8,0.9088,0.8981,0.8053,0.7948,1.86,2.81
22,6653.1,0.009292,0.009655,0.9049,0.7979,0.9118,0.8981,0.801,0.7948,1.86,2.86
23,6955.6,0.009272,0.009647,0.9042,0.7984,0.9083,0.9002,0.8047,0.7922,1.82,2.8
24,7258.0,0.009255,0.009655,0.904,0.7989,0.9098,0.8982,0.8026,0.7952,1.85,2.82
25,7560.6,0.009234,0.009678,0.9052,0.7989,0.9136,0.897,0.8037,0.7941,1.86,2.82
26,7863.1,0.009216,0.009699,0.9027,0.7976,0.9087,0.8967,0.8023,0.793,1.9,2.8
27,8165.6,0.009195,0.009683,0.9036,0.7993,0.9095,0.8977,0.8048,0.7939,1.84,2.82
28,8468.0,0.009174,0.009656,0.9028,0.7985,0.9063,0.8994,0.804,0.793,1.85,2.8
29,8770.5,0.009154,0.009722,0.9009,0.7977,0.9053,0.8964,0.803,0.7925,1.86,2.81
30,9073.0,0.009133,0.009687,0.9032,0.7964,0.9065,0.8999,0.8007,0.7921,1.84,2.8
31,9375.7,0.009112,0.00977,0.9013,0.7966,0.9074,0.8953,0.8038,0.7894,1.83,2.82
32,9678.3,0.009091,0.00975,0.9023,0.7965,0.9072,0.8975,0.8004,0.7927,1.83,2.82
33,9981.0,0.009068,0.00976,0.9024,0.7965,0.9064,0.8983,0.8014,0.7916,1.84,2.8
