epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,157.1,0.01383,0.009144,0.9625,0.7821,0.963,0.962,0.7869,0.7773,1.31,3.34
2,314.0,0.009022,0.008988,0.9669,0.7871,0.9679,0.9658,0.7913,0.783,1.29,3.21
3,471.5,0.008923,0.009009,0.9629,0.7892,0.9632,0.9626,0.7964,0.7822,1.24,3.21
4,628.4,0.00887,0.008898,0.9693,0.7892,0.9697,0.9689,0.7929,0.7854,1.23,3.19
5,785.3,0.008831,0.008876,0.9701,0.7904,0.9706,0.9696,0.7955,0.7853,1.27,3.17
6,942.4,0.0088,0.008887,0.9683,0.7895,0.9688,0.9678,0.7946,0.7845,1.25,3.15
7,1099.7,0.008773,0.008841,0.9701,0.7922,0.9704,0.9699,0.7961,0.7883,1.23,3.2
8,1256.7,0.008748,0.008827,0.9711,0.7927,0.9717,0.9706,0.7954,0.7899,1.21,3.19
9,1413.7,0.008728,0.008826,0.9718,0.7921,0.9721,0.9715,0.7969,0.7873,1.22,3.18
10,1570.6,0.008708,0.008821,0.9718,0.7933,0.9723,0.9714,0.7954,0.7913,1.23,3.17
11,1728.2,0.008691,0.008814,0.9719,0.7935,0.9725,0.9714,0.7982,0.7889,1.23,3.18
12,1885.2,0.008671,0.008808,0.9718,0.7927,0.9724,0.9711,0.7955,0.7899,1.22,3.15
13,2042.3,0.008655,0.008817,0.971,0.7941,0.9711,0.9709,0.7982,0.79,1.23,3.17
14,2199.3,0.008637,0.008816,0.9719,0.7936,0.9725,0.9713,0.7992,0.7879,1.19,3.14
15,2356.4,0.008618,0.008808,0.9718,0.7942,0.9721,0.9715,0.7971,0.7912,1.2,3.14
16,2513.7,0.008599,0.008812,0.9718,0.794,0.9723,0.9712,0.7976,0.7904,1.2,3.15
17,2670.8,0.008581,0.008844,0.9717,0.7932,0.9719,0.9715,0.7956,0.7908,1.19,3.17
18,2828.1,0.00856,0.008842,0.9718,0.7928,0.9723,0.9713,0.7963,0.7894,1.2,3.14
19,2985.3,0.008541,0.008847,0.9711,0.7936,0.9713,0.971,0.7978,0.7895,1.19,3.13
20,3142.6,0.00852,0.008854,0.9716,0.7935,0.9719,0.9713,0.7956,0.7914,1.26,3.16
21,3299.7,0.008498,0.008891,0.9715,0.7922,0.9719,0.971,0.7947,0.7897,1.2,3.14
22,3456.9,0.008474,0.008939,0.9702,0.7918,0.9706,0.9697,0.7946,0.7891,1.21,3.17
23,3614.1,0.008452,0.008887,0.9717,0.7923,0.9719,0.9715,0.7972,0.7874,1.2,3.15
24,3771.2,0.008427,0.00893,0.9711,0.7897,0.9718,0.9704,0.7923,0.787,1.21,3.12
25,3928.5,0.008399,0.00899,0.9711,0.791,0.9714,0.9707,0.7961,0.786,1.21,3.16
26,4085.9,0.008373,0.008982,0.9706,0.7907,0.9712,0.9701,0.7935,0.7879,1.2,3.15
27,4243.2,0.008345,0.009015,0.9709,0.7892,0.9714,0.9704,0.7918,0.7865,1.21,3.14
