epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,309.3,0.015224,0.009927,0.8994,0.7897,0.9084,0.8905,0.8043,0.7757,1.98,2.82
2,613.0,0.009822,0.009777,0.8999,0.7955,0.9068,0.8931,0.8029,0.7882,1.89,2.78
3,914.9,0.009692,0.009709,0.9044,0.7967,0.913,0.896,0.8053,0.7883,1.85,2.81
4,1216.5,0.009615,0.009648,0.9042,0.7991,0.9118,0.8966,0.8094,0.7891,1.84,2.8
5,1518.2,0.009562,0.009598,0.9063,0.7995,0.9106,0.9021,0.8069,0.7922,1.85,2.75
6,1820.0,0.009522,0.009579,0.9064,0.8013,0.9114,0.9014,0.8097,0.793,1.81,2.75
7,2122.0,0.00949,0.009592,0.9067,0.8021,0.9151,0.8985,0.8075,0.7967,1.79,2.76
8,2423.7,0.009462,0.00953,0.9078,0.8031,0.913,0.9028,0.8099,0.7963,1.82,2.75
9,2725.6,0.009436,0.009547,0.9073,0.8027,0.9139,0.9009,0.8129,0.7928,1.81,2.76
10,3027.5,0.009414,0.009507,0.9081,0.8045,0.9132,0.9031,0.8119,0.7973,1.79,2.76
11,3329.4,0.009389,0.009508,0.9084,0.8045,0.9148,0.9021,0.8114,0.7977,1.79,2.74
12,3631.2,0.009367,0.009519,0.9086,0.804,0.9148,0.9025,0.8073,0.8007,1.79,2.77
13,3933.4,0.009346,0.009506,0.9085,0.8037,0.9142,0.9029,0.8069,0.8006,1.79,2.76
14,4235.2,0.009327,0.009499,0.9075,0.8053,0.9135,0.9016,0.8108,0.7999,1.81,2.78
15,4537.1,0.009308,0.009475,0.9091,0.805,0.9134,0.9048,0.8086,0.8015,1.78,2.78
16,4838.9,0.009289,0.009483,0.9089,0.8054,0.9126,0.9051,0.81,0.8009,1.8,2.76
17,5141.0,0.009268,0.009497,0.9071,0.805,0.9111,0.9032,0.8103,0.7998,1.76,2.75
18,5442.9,0.00925,0.009489,0.9087,0.8057,0.9128,0.9046,0.8116,0.7999,1.8,2.78
19,5744.7,0.00923,0.009484,0.9079,0.8056,0.9128,0.903,0.8095,0.8018,1.77,2.76
20,6046.9,0.009211,0.009516,0.9105,0.8056,0.9167,0.9045,0.8116,0.7997,1.82,2.77
21,6353.0,0.009191,0.009511,0.9081,0.804,0.9108,0.9054,0.8103,0.7978,1.78,2.73
22,6655.7,0.009171,0.009501,0.9093,0.8064,0.914,0.9046,0.8103,0.8026,1.8,2.77
23,6958.3,0.00915,0.009517,0.9091,0.8033,0.9138,0.9045,0.8078,0.7989,1.78,2.75
24,7260.9,0.009129,0.00953,0.909,0.8043,0.9138,0.9042,0.809,0.7996,1.78,2.78
25,7572.1,0.009107,0.009545,0.9082,0.8048,0.9136,0.903,0.8108,0.7989,1.77,2.76
26,7881.1,0.009085,0.009579,0.9083,0.8052,0.9131,0.9036,0.8098,0.8007,1.78,2.78
27,8186.1,0.009064,0.009564,0.9093,0.8028,0.915,0.9036,0.8098,0.7958,1.8,2.75
28,8489.0,0.009041,0.009633,0.9073,0.8032,0.9111,0.9035,0.8067,0.7998,1.78,2.77
29,8791.9,0.009017,0.009585,0.9088,0.8035,0.9127,0.9049,0.8069,0.8002,1.8,2.78
30,9094.4,0.008994,0.009615,0.9073,0.8027,0.9119,0.9027,0.8084,0.7972,1.77,2.77
