epoch,wall_clock_sec,train_loss,val_loss,val_p_f1,val_s_f1,val_p_precision,val_p_recall,val_s_precision,val_s_recall,val_p_mae,val_s_mae
1,306.5,0.01369,0.009033,0.9698,0.7838,0.9701,0.9695,0.7865,0.781,0.9,3.18
2,612.5,0.008946,0.008895,0.9729,0.7903,0.9733,0.9725,0.7957,0.785,0.89,3.11
3,918.9,0.008851,0.008847,0.9718,0.7912,0.9724,0.9712,0.7978,0.7848,0.8,3.08
4,1225.4,0.0088,0.0088,0.9754,0.7912,0.9755,0.9753,0.7929,0.7895,0.75,3.09
5,1531.6,0.008761,0.008789,0.9751,0.7924,0.9747,0.9754,0.795,0.7898,0.74,3.05
6,1837.7,0.008732,0.008799,0.9744,0.7921,0.9745,0.9742,0.7955,0.7887,0.77,3.03
7,2143.9,0.008708,0.008749,0.9764,0.7961,0.9765,0.9764,0.8006,0.7915,0.76,3.1
8,2449.8,0.008685,0.008738,0.9762,0.7947,0.9762,0.9761,0.7992,0.7903,0.69,3.06
9,2756.1,0.008666,0.008733,0.9766,0.7961,0.9768,0.9764,0.8006,0.7917,0.69,3.11
10,3062.1,0.008648,0.008721,0.9765,0.7957,0.9768,0.9762,0.7979,0.7935,0.7,3.06
11,3368.4,0.008632,0.008724,0.9762,0.7954,0.9764,0.976,0.7992,0.7917,0.78,3.09
12,3674.9,0.008616,0.008725,0.9768,0.7952,0.9771,0.9766,0.7983,0.7922,0.7,3.04
13,3981.2,0.0086,0.008729,0.9756,0.7954,0.9758,0.9755,0.7985,0.7923,0.71,3.02
14,4287.7,0.008584,0.008713,0.9755,0.7966,0.9756,0.9754,0.8004,0.793,0.67,3.03
15,4594.1,0.008568,0.008718,0.9773,0.7946,0.9775,0.9771,0.7962,0.793,0.66,3.02
16,4900.3,0.008553,0.008709,0.9771,0.7964,0.9775,0.9766,0.7995,0.7934,0.67,3.03
17,5207.1,0.008536,0.008726,0.9767,0.7952,0.9768,0.9767,0.7971,0.7933,0.64,3.07
18,5513.4,0.008519,0.008718,0.9764,0.7971,0.9766,0.9762,0.7999,0.7944,0.65,3.05
19,5819.7,0.008501,0.008729,0.9769,0.7955,0.9772,0.9766,0.7982,0.7928,0.68,3.01
20,6125.8,0.008483,0.008728,0.9771,0.7956,0.9772,0.9769,0.7982,0.7929,0.72,3.0
21,6432.1,0.008463,0.008748,0.9773,0.7965,0.9775,0.9771,0.7992,0.7939,0.66,3.02
22,6738.7,0.008444,0.008779,0.9768,0.7947,0.977,0.9767,0.7975,0.7918,0.7,3.05
23,7045.1,0.008422,0.008758,0.9772,0.7951,0.9774,0.977,0.7993,0.7909,0.65,3.04
24,7351.4,0.0084,0.008787,0.9765,0.7944,0.9768,0.9761,0.7973,0.7915,0.67,3.0
25,7657.7,0.008376,0.008813,0.9765,0.7937,0.9769,0.9762,0.7972,0.7901,0.68,3.07
26,7964.1,0.008353,0.008837,0.9759,0.7926,0.9766,0.9752,0.7951,0.7901,0.67,3.03
27,8270.5,0.008326,0.00885,0.9757,0.7929,0.976,0.9754,0.795,0.7909,0.65,3.03
28,8577.1,0.0083,0.008851,0.9762,0.7919,0.9765,0.9758,0.7957,0.7882,0.66,3.03
29,8883.5,0.008273,0.008878,0.9768,0.7923,0.9771,0.9765,0.7957,0.7889,0.64,3.05
30,9190.1,0.008243,0.00889,0.9753,0.7886,0.9753,0.9753,0.7908,0.7864,0.65,3.03
31,9496.7,0.008216,0.008932,0.9759,0.791,0.9766,0.9753,0.7941,0.7878,0.64,3.01
